"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"NEPSE","2019-10-01","1135.05","1146.11","1134.82","1145.69","0.00 %","311,488,652.00"
"NEPSE","2019-10-02","1145.69","1149.7","1140.07","1140.71","0.00 %","203,287,237.00"
"NEPSE","2019-10-03","1142.44","1149.4","1138.58","1149.4","0.00 %","176,633,514.00"
"NEPSE","2019-10-10","1149.03","1151.81","1148.13","1149.01","0.00 %","63,845,411.00"
"NEPSE","2019-10-14","1149.01","1151.52","1135.04","1136.96","0.00 %","218,635,691.00"
"NEPSE","2019-10-15","1138.38","1142.04","1135.86","1142.04","0.00 %","222,452,078.00"
"NEPSE","2019-10-16","1142.39","1142.71","1136","1137.03","0.00 %","196,618,963.00"
"NEPSE","2019-10-17","1137.03","1140.38","1135.87","1137.75","0.00 %","182,994,905.00"
"NEPSE","2019-10-20","1137.69","1138.99","1132.58","1133.71","0.00 %","113,359,956.00"
"NEPSE","2019-10-21","1133.73","1135.84","1130.14","1132.4","0.00 %","164,349,536.00"
"NEPSE","2019-10-22","1132.45","1134.81","1130.21","1134.79","0.00 %","165,296,005.00"
"NEPSE","2019-10-23","1135.4","1142.82","1135.4","1142.6","0.00 %","163,757,847.00"
"NEPSE","2019-10-24","1142.41","1150.47","1141.39","1149.34","0.00 %","327,632,258.00"
"NEPSE","2019-10-31","1149.74","1151.48","1143.07","1146.17","0.00 %","254,312,462.00"
"NEPSE","2019-11-03","1145.83","1146.88","1136.39","1139.29","0.00 %","175,544,472.00"
"NEPSE","2019-11-04","1139.57","1141.13","1135.96","1140.26","0.00 %","191,854,333.00"
"NEPSE","2019-11-05","1140.21","1141.86","1138.66","1139.45","0.00 %","284,472,501.00"
"NEPSE","2019-11-06","1139.49","1141.08","1136.74","1138.02","0.00 %","206,253,847.00"
"NEPSE","2019-11-07","1138.27","1139.36","1131.33","1131.97","0.00 %","374,150,571.00"
"NEPSE","2019-11-10","1132.47","1135.9","1129.89","1131.8","0.00 %","293,149,044.00"
"NEPSE","2019-11-11","1132.7","1147.74","1132.7","1145.57","0.00 %","549,998,241.00"
"NEPSE","2019-11-12","1146.14","1147.06","1138.57","1139.96","0.00 %","379,849,435.00"
"NEPSE","2019-11-13","1140.65","1140.65","1133.49","1135.16","0.00 %","275,427,886.00"
"NEPSE","2019-11-14","1135.15","1139.41","1133.67","1135.95","0.00 %","228,357,493.00"
"NEPSE","2019-11-17","1135.73","1137.25","1129.15","1131.36","0.00 %","355,159,768.00"
"NEPSE","2019-11-18","1131.4","1133.43","1128","1131.12","0.00 %","356,861,857.00"
"NEPSE","2019-11-19","1131.13","1132.4","1127.91","1129.99","0.00 %","259,330,595.00"
"NEPSE","2019-11-20","1130.01","1139.74","1127.63","1128.34","0.00 %","303,724,204.00"
"NEPSE","2019-11-21","1128.34","1128.69","1118.1","1120.6","0.00 %","297,797,071.00"
"NEPSE","2019-11-24","1120.62","1121.94","1108.76","1110.08","0.00 %","280,534,415.00"
"NEPSE","2019-11-25","1110.11","1112.15","1102.46","1110.08","0.00 %","288,858,484.00"
"NEPSE","2019-11-26","1110.08","1111.76","1107.57","1109.16","0.00 %","295,869,180.00"
"NEPSE","2019-11-27","1109.09","1117.46","1108.02","1117.46","0.00 %","212,363,736.00"
"NEPSE","2019-11-28","1117.64","1119.63","1112.79","1112.79","0.00 %","243,391,320.00"
"NEPSE","2019-12-01","1112.79","1114.31","1109.97","1112.85","0.00 %","206,314,323.00"
"NEPSE","2019-12-02","1112.87","1113.73","1110.98","1111.99","0.00 %","232,259,331.00"
"NEPSE","2019-12-03","1112.06","1117.82","1111.19","1115.74","0.00 %","266,801,558.00"
"NEPSE","2019-12-04","1116.12","1128","1116.12","1124.47","0.00 %","308,214,465.00"
"NEPSE","2019-12-05","1124.47","1134.93","1124.44","1131.92","0.00 %","358,839,860.00"
"NEPSE","2019-12-08","1131.92","1135.37","1125.81","1135.37","0.00 %","287,527,825.00"
"NEPSE","2019-12-09","1135.36","1155.06","1132.88","1148.89","0.00 %","464,220,392.00"
"NEPSE","2019-12-10","1149.09","1158.11","1147.43","1151.36","0.00 %","500,328,915.00"
"NEPSE","2019-12-11","1155.05","1166.15","1153.14","1161.47","0.00 %","551,377,852.00"
"NEPSE","2019-12-12","1162.25","1175.3","1159.91","1172.64","0.00 %","675,173,000.00"
"NEPSE","2019-12-15","1172.44","1181.7","1167.86","1167.86","0.00 %","686,076,111.00"
"NEPSE","2019-12-16","1167.82","1170.56","1153.23","1154.11","0.00 %","407,900,555.00"
"NEPSE","2019-12-17","1154.86","1158.36","1150.66","1155.37","0.00 %","279,244,135.00"
"NEPSE","2019-12-18","1155.32","1158.15","1150.14","1152.07","0.00 %","294,709,858.00"
"NEPSE","2019-12-19","1152.06","1154.28","1148.35","1149.64","0.00 %","419,088,133.00"
"NEPSE","2019-12-22","1149.62","1151.3","1147.67","1150.81","0.00 %","374,466,465.00"
"NEPSE","2019-12-23","1150.92","1168.79","1150.92","1168.58","0.00 %","595,764,544.00"
"NEPSE","2019-12-24","1169.32","1176.7","1164.85","1166.21","0.00 %","721,642,965.00"
"NEPSE","2019-12-25","1166.56","1173.14","1165.77","1168.03","0.00 %","538,340,829.00"
"NEPSE","2019-12-26","1167.74","1170.45","1165.94","1167.41","0.00 %","588,677,887.00"
"NEPSE","2019-12-29","1166.86","1167.24","1159.23","1162.43","0.00 %","422,453,909.00"
"NEPSE","2019-12-30","1161.82","1167.95","1159.25","1167.95","0.00 %","622,363,488.00"
"NEPSE","2019-12-31","1168.61","1171.48","1163.02","1166.03","0.00 %","442,256,156.00"
"NEPSE","2020-01-01","1166.52","1169.5","1163.99","1169.5","0.00 %","372,988,301.00"
"NEPSE","2020-01-02","1168.63","1169.27","1165.24","1166.21","0.00 %","532,211,211.00"
"NEPSE","2020-01-05","1166.49","1187.33","1163.39","1182.31","0.00 %","712,425,827.00"
"NEPSE","2020-01-06","1183.35","1200.69","1183.35","1200.69","0.00 %","842,582,150.00"
"NEPSE","2020-01-07","1200.65","1218.14","1200.65","1216.92","0.00 %","1,102,736,748.00"
"NEPSE","2020-01-08","1217.82","1223.66","1207.26","1209.6","0.00 %","732,169,261.00"
"NEPSE","2020-01-09","1209.87","1216.23","1206.49","1213.11","0.00 %","837,035,757.00"
"NEPSE","2020-01-12","1213.19","1255.72","1213.19","1255.72","0.00 %","1,335,747,967.00"
"NEPSE","2020-01-13","1260.01","1285.5","1259.34","1270.86","0.00 %","1,665,520,000.00"
"NEPSE","2020-01-14","1271.11","1274.86","1254.3","1263.38","0.00 %","1,026,443,666.00"
"NEPSE","2020-01-15","1263.32","1287.2","1263.32","1284.23","0.00 %","893,677,000.00"
"NEPSE","2020-01-16","1284.28","1313.19","1284.28","1310.23","0.00 %","1,682,330,000.00"
"NEPSE","2020-01-19","1310.26","1349.1","1310.26","1343.65","0.00 %","2,090,877,917.00"
"NEPSE","2020-01-20","1342.7","1359.32","1308.62","1317.11","0.00 %","1,953,780,000.00"
"NEPSE","2020-01-21","1318.65","1331.28","1309.14","1320.47","0.00 %","1,519,976,760.00"
"NEPSE","2020-01-22","1324.32","1325.69","1310.64","1313.42","0.00 %","1,581,381,364.00"
"NEPSE","2020-01-23","1314.16","1320.76","1295.8","1297.47","0.00 %","1,384,209,412.00"
"NEPSE","2020-01-26","1298.67","1299.46","1275.52","1276.68","0.00 %","965,018,662.00"
"NEPSE","2020-01-27","1276.68","1300.62","1274.03","1300.62","0.00 %","917,359,865.00"
"NEPSE","2020-01-28","1300.65","1316.44","1300.65","1306.15","0.00 %","1,400,467,805.00"
"NEPSE","2020-01-29","1306.16","1311.74","1302.14","1305.88","0.00 %","1,293,711,383.00"
"NEPSE","2020-01-30","1306.29","1331.83","1306.29","1325.38","0.00 %","1,966,219,749.00"
"NEPSE","2020-02-02","1325.62","1349.68","1331.87","1346.64","0.00 %","2,077,987,799.00"
"NEPSE","2020-02-03","1348.12","1355.27","1339.6","1349.13","0.00 %","1,611,719,203.00"
"NEPSE","2020-02-04","1351.01","1353.27","1334.09","1337.04","0.00 %","1,570,166,163.00"
"NEPSE","2020-02-05","1338.5","1342.62","1335.72","1342.36","0.00 %","1,082,483,909.00"
"NEPSE","2020-02-06","1341.03","1346.6","1331.02","1333.69","0.00 %","1,049,345,436.00"
"NEPSE","2020-02-09","1332.91","1333.85","1316.1","1319.99","0.00 %","950,402,584.00"
"NEPSE","2020-02-10","1320.77","1329.84","1315.37","1324.26","0.00 %","932,086,055.00"
"NEPSE","2020-02-11","1324.31","1342.91","1323.69","1341.38","0.00 %","1,532,250,440.00"
"NEPSE","2020-02-12","1341.07","1353.29","1340.87","1345.97","0.00 %","1,509,784,311.00"
"NEPSE","2020-02-13","1346.45","1354.88","1342.9","1344.59","0.00 %","1,773,805,746.00"
"NEPSE","2020-02-16","1344.73","1363.97","1344.73","1363.97","0.00 %","1,978,108,701.00"
"NEPSE","2020-02-17","1364.34","1403.21","1364.34","1398.24","0.00 %","2,687,533,442.00"
"NEPSE","2020-02-18","1399.47","1416.87","1387.68","1400.01","0.00 %","2,125,977,034.00"
"NEPSE","2020-02-19","1399.29","1406.25","1389.12","1405.25","0.00 %","1,628,841,389.00"
"NEPSE","2020-02-20","1405.51","1434.57","1405.51","1434.57","0.00 %","2,785,004,908.00"
"NEPSE","2020-02-23","1435.87","1509.92","1435.87","1504.14","0.00 %","3,608,526,354.00"
"NEPSE","2020-02-24","1507.98","1536.83","1499.04","1502.18","0.00 %","3,410,516,278.00"
"NEPSE","2020-02-25","1504.8","1544.07","1480.24","1545.19","0.00 %","2,992,160,524.00"
"NEPSE","2020-02-26","1548.32","1596.13","1548.32","1596.13","0.00 %","4,154,883,092.00"
"NEPSE","2020-02-27","1598.81","1635.51","1558.65","1632.17","0.00 %","4,460,536,251.00"
"NEPSE","2020-03-01","1639.87","1667.74","1591.36","1591.36","0.00 %","4,847,437,505.00"
"NEPSE","2020-03-02","1593.08","1593.5","1495.3","1495.3","0.00 %","2,154,428,215.00"
"NEPSE","2020-03-03","1491.23","1540.59","1439.53","1509.67","0.00 %","3,851,622,996.00"
"NEPSE","2020-03-04","1511.41","1513.43","1439.38","1441.2","0.00 %","2,908,472,603.00"
"NEPSE","2020-03-05","1442.92","1464.62","1408.82","1435.7","0.00 %","2,457,093,463.00"
"NEPSE","2020-03-10","1435.86","1436.66","1349.31","1349.31","0.00 %","1,076,696,300.00"
"NEPSE","2020-03-11","1349.86","1423.09","1349.86","1423.09","0.00 %","2,221,081,690.00"
"NEPSE","2020-03-12","1424.6","1430.77","1371.56","1377.18","0.00 %","2,206,662,182.00"
"NEPSE","2020-03-15","1362.25","1362.25","1310.71","1313.04","0.00 %","2,101,417,292.00"
"NEPSE","2020-03-16","1312.69","1334.12","1291.67","1316.39","0.00 %","1,615,341,877.00"
"NEPSE","2020-03-17","1316.74","1321.26","1266.44","1272.06","0.00 %","1,465,184,656.00"
"NEPSE","2020-03-18","1272.1","1286.46","1234.16","1255.8","0.00 %","1,184,416,878.00"
"NEPSE","2020-03-19","1249.26","1278.93","1223.04","1269.3","0.00 %","1,903,142,008.00"
"NEPSE","2020-03-22","1269.08","1275.42","1246.2","1251.45","0.00 %","194,642,984.00"
"NEPSE","2020-05-12","1250.95","1250.95","1226.15","1226.15","0.00 %","104,372,646.00"
"NEPSE","2020-05-13","1225.68","1225.68","1201.57","1201.57","0.00 %","3,613,523.00"
"NEPSE","2020-06-29","1197.09","1200.64","1149.73","1188.7","0.00 %","347,771,833.00"
"NEPSE","2020-06-30","1187.25","1260.75","1185.72","1260.75","0.00 %","227,212,194.00"
"NEPSE","2020-07-01","1261.54","1336.52","1261.54","1336.52","0.00 %","407,352,247.00"
"NEPSE","2020-07-02","1351.89","1362.35","1256.11","1256.11","0.00 %","476,654,971.00"
"NEPSE","2020-07-05","1256.18","1280.93","1246.8","1265.45","0.00 %","1,033,390,231.00"
"NEPSE","2020-07-06","1266.08","1298.73","1259.94","1298.73","0.00 %","927,841,329.00"
"NEPSE","2020-07-07","1299.72","1345.96","1299.72","1336.66","0.00 %","1,199,041,859.00"
"NEPSE","2020-07-08","1338.54","1343.59","1319.1","1326.53","0.00 %","1,078,462,141.00"
"NEPSE","2020-07-09","1327.13","1333.25","1312.01","1331.27","0.00 %","908,086,197.00"
"NEPSE","2020-07-12","1331.31","1351.82","1331.31","1340.29","0.00 %","1,111,090,272.00"
"NEPSE","2020-07-13","1342.59","1352.69","1334.17","1342.4","0.00 %","1,088,716,118.00"
"NEPSE","2020-07-14","1344.42","1349.24","1340.66","1347.44","0.00 %","994,545,109.00"
"NEPSE","2020-07-15","1347.88","1367.82","1347.88","1362.34","0.00 %","1,160,491,522.00"
"NEPSE","2020-07-16","1364.24","1395.82","1362.62","1394.77","0.00 %","1,041,770,867.00"
"NEPSE","2020-07-19","1408.51","1479.03","1408.51","1479.03","0.00 %","62,566,293.00"
"NEPSE","2020-07-20","1539.37","1556.19","1460.15","1464.94","0.00 %","2,802,233,715.00"
"NEPSE","2020-07-21","1472.19","1479.3","1444.5","1449.94","0.00 %","1,872,220,447.00"
"NEPSE","2020-07-22","1452.78","1461.29","1429.65","1432.44","0.00 %","1,532,511,716.00"
"NEPSE","2020-07-23","1434.08","1440.32","1417.32","1442.61","0.00 %","1,327,135,218.00"
"NEPSE","2020-07-26","1445.6","1464.88","1444.77","1465.1","0.00 %","1,942,679,380.00"
"NEPSE","2020-07-27","1467.89","1475.2","1456.47","1462.48","0.00 %","1,793,915,286.00"
"NEPSE","2020-07-28","1463.81","1466.04","1449.86","1454.89","0.00 %","1,259,751,557.00"
"NEPSE","2020-07-29","1452.07","1452.07","1431.46","1431.52","0.00 %","1,687,093,091.00"
"NEPSE","2020-07-30","1433.14","1444.06","1421.07","1439.06","0.00 %","1,320,266,678.00"
"NEPSE","2020-08-02","1441.26","1441.26","1396.02","1396.28","0.00 %","1,841,242,332.00"
"NEPSE","2020-08-03","1395.08","1411.13","1384.86","1403.86","0.00 %","1,290,252,213.00"
"NEPSE","2020-08-05","1403.88","1403.88","1374.13","1382.66","0.00 %","1,189,526,408.00"
"NEPSE","2020-08-06","1387.44","1388.68","1365.66","1381.37","0.00 %","920,997,056.00"
"NEPSE","2020-08-09","1383.98","1392.68","1363.22","1392.68","0.00 %","977,895,525.00"
"NEPSE","2020-08-10","1394.78","1430.41","1394.34","1430.41","0.00 %","1,555,518,923.00"
"NEPSE","2020-08-11","1433.35","1441.31","1421.17","1423.81","0.00 %","1,271,738,914.00"
"NEPSE","2020-08-12","1426.55","1427.15","1413.55","1425.32","0.00 %","951,960,208.00"
"NEPSE","2020-08-13","1431.89","1431.89","1407.43","1408.79","0.00 %","1,048,911,791.00"
"NEPSE","2020-08-16","1407.85","1407.85","1381.89","1391.46","0.00 %","1,259,320,850.00"
"NEPSE","2020-08-17","1391.79","1402.21","1385.7","1402.21","0.00 %","1,074,932,597.00"
"NEPSE","2020-08-18","1403.98","1414.29","1400.81","1407.89","0.00 %","1,239,017,426.00"
"NEPSE","2020-08-19","1409.44","1409.44","1388.17","1391.29","0.00 %","976,235,059.00"
"NEPSE","2020-08-20","1392.89","1403.75","1392.89","1397.57","0.00 %","393,129,068.00"
"NEPSE","2020-08-23","1399.48","1410.34","1394.09","1410.34","0.00 %","1,108,053,597.00"
"NEPSE","2020-08-24","1413.09","1431.6","1413.09","1431.6","0.00 %","2,139,202,075.00"
"NEPSE","2020-08-25","1435.21","1440.94","1428.74","1440.94","0.00 %","1,855,180,510.00"
"NEPSE","2020-08-26","1445.47","1468.03","1445.47","1462.03","0.00 %","2,656,163,730.00"
"NEPSE","2020-08-27","1467.07","1472.73","1454.96","1458.04","0.00 %","1,981,761,050.00"
"NEPSE","2020-08-30","1459.16","1462.67","1444.92","1462.67","0.00 %","1,614,554,300.00"
"NEPSE","2020-08-31","1466.57","1489.01","1466.57","1484.99","0.00 %","3,462,586,125.00"
"NEPSE","2020-09-02","1509.4","1519.78","1499.72","1510.57","0.00 %","4,181,036,115.00"
"NEPSE","2020-09-03","1524.19","1524.67","1497.47","1510.42","0.00 %","2,634,886,231.00"
"NEPSE","2020-09-06","1538.42","1538.42","1494.97","1499.97","0.00 %","2,782,377,887.00"
"NEPSE","2020-09-07","1503.37","1503.37","1483.65","1487.81","0.00 %","2,164,930,214.00"
"NEPSE","2020-09-08","1491.33","1500.15","1477.25","1495.15","0.00 %","1,798,363,063.00"
"NEPSE","2020-09-09","1501.86","1511.93","1495.11","1508.2","0.00 %","2,563,415,186.00"
"NEPSE","2020-09-10","1514.13","1532.48","1512.53","1520.69","0.00 %","2,170,068,283.00"
"NEPSE","2020-09-13","1528.15","1537.25","1522.28","1537.25","0.00 %","3,386,859,972.00"
"NEPSE","2020-09-14","1545.68","1553.56","1538.43","1540.51","0.00 %","3,134,135,908.00"
"NEPSE","2020-09-15","1544.71","1548.35","1531.05","1536.03","0.00 %","1,800,197,903.00"
"NEPSE","2020-09-16","1537.35","1543.98","1530.67","1541.4","0.00 %","1,845,634,030.00"
"NEPSE","2020-09-17","1555.86","1577.99","1547.13","1572.18","0.00 %","3,315,664,319.00"
"NEPSE","2020-09-20","1595.47","1605.12","1574.08","1575.18","0.00 %","2,742,795,692.00"
"NEPSE","2020-09-21","1587.82","1587.99","1561.49","1569.06","0.00 %","2,637,376,216.00"
"NEPSE","2020-09-22","1576.55","1577.19","1541.75","1546.15","0.00 %","2,810,425,268.00"
"NEPSE","2020-09-23","1543.37","1555.52","1535.03","1555.52","0.00 %","1,727,821,707.00"
"NEPSE","2020-09-24","1565.31","1565.31","1554.38","1561.27","0.00 %","2,233,489,024.00"
"NEPSE","2020-09-27","1569.06","1575.43","1562.11","1565.55","0.00 %","3,138,243,371.00"
"NEPSE","2020-09-28","1566.44","1569.31","1557.42","1560.83","0.00 %","1,690,154,525.00"
"NEPSE","2020-09-29","1564.92","1564.92","1552.77","1553.62","0.00 %","1,829,872,968.00"
"NEPSE","2020-09-30","1561.58","1563.4","1542.57","1550.43","0.00 %","1,953,636,694.00"
"NEPSE","2020-10-01","1553.95","1572.94","1553.95","1571.04","0.00 %","2,807,708,137.00"
"NEPSE","2020-10-04","1577.77","1588.05","1577.77","1585.75","0.00 %","3,178,853,719.00"
"NEPSE","2020-10-05","1587.31","1594.89","1580.65","1582.12","0.00 %","2,578,607,088.00"
"NEPSE","2020-10-06","1588.01","1588.01","1581.75","1586.29","0.00 %","2,510,585,332.00"
"NEPSE","2020-10-07","1593.04","1602.14","1587.59","1600.97","0.00 %","3,358,506,296.00"
"NEPSE","2020-10-08","1607.52","1614.04","1586.96","1589.63","0.00 %","2,862,712,521.00"
"NEPSE","2020-10-11","1594.01","1594.36","1574.62","1576.27","0.00 %","2,395,432,599.00"
"NEPSE","2020-10-12","1580.14","1580.8","1566.7","1578.01","0.00 %","1,949,060,194.00"
"NEPSE","2020-10-13","1583.29","1584.28","1567.23","1568.59","0.00 %","1,819,638,977.00"
"NEPSE","2020-10-14","1572.35","1573.08","1560.45","1561.17","0.00 %","1,496,387,992.00"
"NEPSE","2020-10-15","1564.69","1579.55","1560.69","1562.46","0.00 %","1,425,890,738.00"
"NEPSE","2020-10-18","1565.9","1567.89","1554.14","1556.8","0.00 %","1,252,748,181.00"
"NEPSE","2020-10-19","1556.85","1570.38","1555.46","1570.38","0.00 %","954,656,107.00"
"NEPSE","2020-10-20","1576.62","1583.6","1573.06","1583.6","0.00 %","1,271,829,990.00"
"NEPSE","2020-10-21","1591.04","1597.71","1588.78","1597.71","0.00 %","1,633,246,148.00"
"NEPSE","2020-10-22","1609.11","1609.52","1596.22","1606.25","0.00 %","1,994,543,919.00"
"NEPSE","2020-10-28","1612.5","1647.45","1612.37","1647.45","0.00 %","2,725,994,069.00"
"NEPSE","2020-10-29","1661.64","1663.41","1640.48","1645.67","0.00 %","3,037,694,845.00"
"NEPSE","2020-11-01","1654.15","1654.15","1634.63","1640.95","0.00 %","2,930,939,007.00"
"NEPSE","2020-11-02","1644.01","1646.9","1635.64","1637.63","0.00 %","2,453,954,688.00"
"NEPSE","2020-11-03","1636.2","1644.61","1635.15","1643.03","0.00 %","2,237,964,572.00"
"NEPSE","2020-11-04","1645.53","1645.7","1638.69","1640.64","0.00 %","1,757,423,745.00"
"NEPSE","2020-11-05","1644.94","1645.08","1634.38","1636.17","0.00 %","2,842,469,177.00"
"NEPSE","2020-11-08","1643.29","1648.58","1637.8","1648.58","0.00 %","3,526,777,261.00"
"NEPSE","2020-11-09","1648.75","1661.32","1648.75","1652.8","0.00 %","3,699,879,726.00"
"NEPSE","2020-11-10","1660.37","1678.79","1659.18","1678.79","0.00 %","4,096,190,256.00"
"NEPSE","2020-11-11","1681.82","1707.67","1681.82","1707.67","0.00 %","4,099,604,742.00"
"NEPSE","2020-11-12","1713.71","1722.32","1702.7","1718.49","0.00 %","4,256,475,891.00"
"NEPSE","2020-11-18","1714.86","1741.81","1708.87","1741.81","0.00 %","4,791,041,649.00"
"NEPSE","2020-11-19","1750.42","1779.21","1750.42","1778.12","0.00 %","6,116,730,071.00"
"NEPSE","2020-11-22","1791.21","1811.63","1761.75","1782.81","0.00 %","6,878,787,665.00"
"NEPSE","2020-11-23","1789.35","1792.41","1772.11","1780.43","0.00 %","4,762,704,611.00"
"NEPSE","2020-11-24","1790.19","1813.86","1786.71","1810.11","0.00 %","5,442,950,189.00"
"NEPSE","2020-11-25","1820.87","1874.81","1820.87","1874.81","0.00 %","5,131,886,488.00"
"NEPSE","2020-11-26","1894.78","1926.91","1879","1893.24","0.00 %","7,613,030,091.00"
"NEPSE","2020-11-29","1912.11","1971.42","1912.11","1968.27","0.00 %","9,227,348,348.00"
"NEPSE","2020-11-30","2000","2028.45","1971.24","1997.05","0.00 %","8,867,714,682.00"
"NEPSE","2020-12-01","2009.46","2022.25","1966.18","2000.4","0.00 %","7,404,154,007.00"
"NEPSE","2020-12-02","2016.82","2077.7","2016.82","2071.02","0.00 %","7,463,482,972.00"
"NEPSE","2020-12-03","2090.79","2118.41","2040.99","2055.45","0.00 %","8,026,023,798.00"
"NEPSE","2020-12-06","2051.51","2051.51","1932.11","1932.11","0.00 %","7,209,180,213.00"
"NEPSE","2020-12-07","1929.46","2004.39","1914.42","2004.39","0.00 %","6,667,956,831.00"
"NEPSE","2020-12-08","2033.97","2047.35","1982.07","1995.35","0.00 %","5,719,436,384.00"
"NEPSE","2020-12-09","2006.4","2009.81","1948.98","1955.75","0.00 %","4,745,649,292.00"
"NEPSE","2020-12-10","1954.6","1974.12","1938.92","1964.02","0.00 %","4,146,321,050.00"
"NEPSE","2020-12-13","1973.75","2010.45","1967.44","2010.45","0.00 %","4,899,484,131.00"
"NEPSE","2020-12-14","2022.72","2069.06","2022.72","2067.17","0.00 %","7,204,136,923.00"
"NEPSE","2020-12-15","2085.56","2100.96","2050.9","2061.41","0.00 %","6,069,331,687.00"
"NEPSE","2020-12-16","2097.2","2097.2","2041.85","2055.22","0.00 %","5,144,675,578.00"
"NEPSE","2020-12-17","2058.72","2059.8","2025.19","2032.51","0.00 %","6,769,890,815.00"
"NEPSE","2020-12-20","2046.57","2046.57","1935.4","1935.63","0.00 %","8,612,857,317.00"
"NEPSE","2020-12-21","1919.05","1977.42","1874.07","1965.96","0.00 %","6,698,874,354.00"
"NEPSE","2020-12-22","1987.47","2061.41","1987.47","2061.41","0.00 %","6,740,744,432.00"
"NEPSE","2020-12-23","2094.27","2127.22","2063.13","2068.45","0.00 %","6,862,445,215.00"
"NEPSE","2020-12-24","2091.59","2091.59","2025.65","2038.63","0.00 %","5,369,046,322.00"
"NEPSE","2020-12-27","2047.12","2047.19","1994.8","1998.65","0.00 %","4,623,452,312.00"
"NEPSE","2020-12-28","1998.81","2013.51","1981.5","2007.29","0.00 %","3,850,320,045.00"
"NEPSE","2020-12-29","2016.26","2031.47","2009.38","2012.89","0.00 %","4,092,227,802.00"
"NEPSE","2020-12-30","2023.59","2062.06","2023.4","2062.06","0.00 %","4,446,222,579.00"
"NEPSE","2020-12-31","2079.37","2112.59","2073.8","2087.27","0.00 %","5,703,469,837.00"
